0;	0
0,47;	14,71
0,94;	26,65
1,43;	39,67
1,9;	52,34
2,49;	65,01
3,1;	78,05
3,73;	91,08
4,44;	103,77
5,22;	116,82
6,04;	129,15
6,88;	140,41
7,78;	150,94
8,81;	161,85
9,75;	169,51
10,59;	175,72
11,34;	181,55
11,94;	185,93
