0;	0
0,51;	7,36
1,39;	17,43
2,15;	23,92
3;	28,63
3,83;	32,63
4,77;	35,57
5,96;	38,53
7,08;	40,42
8,31;	42,31
9,76;	44,94
10,93;	46,12
11,94;	47,99
