0;	0
0,59;	26,28
1,22;	50,24
1,71;	68,12
2,34;	88,51
3,2;	114,64
3,96;	135,4
4,88;	157,24
5,72;	176,23
6,65;	194,51
7,78;	213,52
9,01;	230,4
10,39;	248,72
