0;	0
0,29;	10,37
0,67;	23,02
1,05;	35,67
1,42;	47,25
1,75;	57,73
2,06;	67,86
2,38;	78,34
2,74;	87,75
3,14;	99,68
3,57;	111,26
4,1;	125,01
4,6;	138,4
5,26;	153,24
5,92;	167,36
6,56;	180,4
7,22;	192,36
7,87;	202,15
8,6;	213,4
9,19;	221,02
9,75;	228,28
10,52;	237,37
11,24;	243,92
11,85;	249,03
