0;	0
0,33;	11,09
0,89;	29,17
1,37;	44,36
1,88;	60,99
2,35;	75,82
2,83;	87,76
3,28;	99,7
3,92;	115,98
4,75;	135,17
5,53;	153,27
6,29;	168,12
7,01;	180,44
7,71;	191,68
8,52;	204,02
9,29;	214,18
10,12;	223,27
11,13;	234,54
11,92;	242,18
