0;	0
0,56;	17,24
1,14;	37,85
1,76;	52,69
2,23;	67,15
2,83;	81,99
3,51;	99,36
4,17;	114,92
4,88;	129,77
5,54;	143,89
6,48;	159,48
7,43;	174,35
8,28;	185,96
9,03;	195,41
9,67;	204,12
10,63;	214,3
11,92;	225,24
