1,5034e-9; -3,8443
5,4903e-9; -3,1894
9,1934e-9; -2,6270
1,2896e-8; -2,0647
1,6600e-8; -1,4940
2,0303e-8; -0,92879
2,3800e-8; -0,39704
2,7297e-8; 0,13471
3,1001e-8; 0,69987
3,4498e-8; 1,2347
3,7995e-8; 1,7717
4,1698e-8; 2,3341
4,5196e-8; 2,8665
4,8693e-8; 3,4059
5,2396e-8; 3,9683
5,6099e-8; 4,5335
5,9803e-8; 5,0958
6,3506e-8; 5,6610
6,7616e-8; 6,0860
7,2132e-8; 6,2438
7,6647e-8; 6,3993
8,1163e-8; 6,5526
8,5678e-8; 6,7082
9,0194e-8; 6,8638
9,4710e-8; 7,0193
9,9225e-8; 7,1726
1,0374e-7; 7,3304
1,0826e-7; 7,4837
1,1277e-7; 7,6393
1,1729e-7; 7,7994
1,2180e-7; 7,9481
1,2632e-7; 8,1060
1,3084e-7; 8,4208
1,3536e-7; 8,7925
1,3988e-7; 9,1596
1,4440e-7; 9,5267
1,4892e-7; 9,9053
1,5344e-7; 10,270
1,5796e-7; 10,649
1,6248e-7; 11,016
1,6700e-7; 11,383
1,7151e-7; 11,759
1,7603e-7; 12,124
1,8055e-7; 12,498
1,8507e-7; 12,872
1,8959e-7; 13,239
1,9411e-7; 13,608
1,9863e-7; 13,980
2,0315e-7; 14,352
2,0767e-7; 14,724
2,1075e-7; 14,973
