0;	0
0,3;	7,12
0,79;	18,7
1,34;	29,57
1,88;	38,27
2,37;	45,53
2,98;	54,24
3,75;	62,6
4,57;	69,89
5,4;	76,81
6,37;	81,59
7,44;	86,73
8,52;	90,07
9,7;	94,15
10,72;	96,76
11,91;	99,75
