0;	0
0,37;	21,62
0,78;	41,28
1,22;	62,01
1,62;	81,31
2,26;	108,49
2,7;	126,01
3,41;	154,26
4,01;	175,72
4,71;	198,97
5,42;	217,95
6,66;	248,74
